0.000000	 0.014639	 0.000680	 0.084686	 0.268122
0.000050	 0.014759	 0.000680	 0.085070	 0.269130
0.000100	 0.014881	 0.000680	 0.085456	 0.270127
0.000150	 0.015005	 0.000679	 0.085846	 0.271114
0.000200	 0.015132	 0.000679	 0.086238	 0.272090
0.000250	 0.015260	 0.000679	 0.086633	 0.273056
0.000300	 0.015391	 0.000679	 0.087031	 0.274011
0.000350	 0.015524	 0.000679	 0.087432	 0.274954
0.000400	 0.015660	 0.000679	 0.087835	 0.275887
0.000450	 0.015797	 0.000679	 0.088240	 0.276809
0.000500	 0.015937	 0.000679	 0.088647	 0.277720
0.000550	 0.016078	 0.000679	 0.089056	 0.278620
0.000600	 0.016222	 0.000678	 0.089467	 0.279509
0.000650	 0.016367	 0.000678	 0.089879	 0.280387
0.000700	 0.016515	 0.000678	 0.090293	 0.281254
0.000750	 0.016665	 0.000678	 0.090709	 0.282110
0.000800	 0.016817	 0.000678	 0.091125	 0.282955
0.000850	 0.016971	 0.000678	 0.091543	 0.283788
0.000900	 0.017127	 0.000678	 0.091962	 0.284611
0.000950	 0.017285	 0.000678	 0.092381	 0.285422
0.001000	 0.017444	 0.000678	 0.092801	 0.286222
0.001050	 0.017606	 0.000677	 0.093221	 0.287011
0.001100	 0.017770	 0.000677	 0.093641	 0.287790
0.001150	 0.017936	 0.000677	 0.094062	 0.288557
0.001200	 0.018104	 0.000677	 0.094482	 0.289312
0.001250	 0.018274	 0.000677	 0.094902	 0.290057
0.001300	 0.018446	 0.000677	 0.095322	 0.290791
0.001350	 0.018620	 0.000677	 0.095740	 0.291514
0.001400	 0.018796	 0.000677	 0.096158	 0.292226
0.001450	 0.018974	 0.000676	 0.096575	 0.292927
0.001500	 0.019154	 0.000676	 0.096991	 0.293617
0.001550	 0.019336	 0.000676	 0.097405	 0.294297
0.001600	 0.019520	 0.000676	 0.097818	 0.294965
0.001650	 0.019706	 0.000676	 0.098228	 0.295623
0.001700	 0.019894	 0.000676	 0.098637	 0.296270
0.001750	 0.020084	 0.000676	 0.099044	 0.296906
0.001800	 0.020276	 0.000676	 0.099448	 0.297532
0.001850	 0.020470	 0.000675	 0.099849	 0.298147
0.001900	 0.020666	 0.000675	 0.100248	 0.298752
0.001950	 0.020865	 0.000675	 0.100643	 0.299346
0.002000	 0.021065	 0.000675	 0.101036	 0.299930
0.002050	 0.021267	 0.000675	 0.101425	 0.300503
0.002100	 0.021472	 0.000675	 0.101810	 0.301066
0.002150	 0.021678	 0.000675	 0.102192	 0.301619
0.002200	 0.021887	 0.000674	 0.102569	 0.302161
0.002250	 0.022098	 0.000674	 0.102942	 0.302693
0.002300	 0.022311	 0.000674	 0.103311	 0.303216
0.002350	 0.022526	 0.000674	 0.103675	 0.303728
0.002400	 0.022743	 0.000674	 0.104034	 0.304230
0.002450	 0.022962	 0.000674	 0.104388	 0.304722
0.002500	 0.023183	 0.000674	 0.104737	 0.305204
0.002550	 0.023406	 0.000674	 0.105081	 0.305676
0.002600	 0.023632	 0.000673	 0.105418	 0.306139
0.002650	 0.023859	 0.000673	 0.105750	 0.306591
0.002700	 0.024088	 0.000673	 0.106075	 0.307034
0.002750	 0.024320	 0.000673	 0.106394	 0.307467
0.002800	 0.024554	 0.000673	 0.106707	 0.307891
0.002850	 0.024789	 0.000673	 0.107013	 0.308304
0.002900	 0.025027	 0.000673	 0.107311	 0.308709
0.002950	 0.025267	 0.000672	 0.107603	 0.309103
0.003000	 0.025509	 0.000672	 0.107887	 0.309488
0.003050	 0.025752	 0.000672	 0.108164	 0.309863
0.003100	 0.025998	 0.000672	 0.108433	 0.310229
0.003150	 0.026246	 0.000672	 0.108694	 0.310585
0.003200	 0.026496	 0.000672	 0.108947	 0.310932
0.003250	 0.026747	 0.000672	 0.109191	 0.311269
0.003300	 0.027001	 0.000672	 0.109427	 0.311597
0.003350	 0.027257	 0.000671	 0.109655	 0.311915
0.003400	 0.027514	 0.000671	 0.109873	 0.312224
0.003450	 0.027773	 0.000671	 0.110082	 0.312523
0.003500	 0.028035	 0.000671	 0.110282	 0.312813
0.003550	 0.028298	 0.000671	 0.110472	 0.313093
0.003600	 0.028562	 0.000671	 0.110653	 0.313364
0.003650	 0.028829	 0.000671	 0.110824	 0.313625
0.003700	 0.029097	 0.000671	 0.110985	 0.313877
0.003750	 0.029367	 0.000671	 0.111136	 0.314120
0.003800	 0.029639	 0.000670	 0.111276	 0.314352
0.003850	 0.029912	 0.000670	 0.111407	 0.314576
0.003900	 0.030187	 0.000670	 0.111526	 0.314790
0.003950	 0.030464	 0.000670	 0.111635	 0.314994
